; ;;;;;;2017-12-28;;2017-12-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;OMX:;+2,07%;;;;;JK:;WG:;MH:;EE:;TOT:;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;0,018808777;;;;;;;;;;;;;;;;;;14:38:18;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;CSX:;+1,50%;;;;;0,063%;0,151%;0,252%;-0,053%;0,412%;;;;;;;;;;MOM;MOM;VOL;VOL;MCAP;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;2021-04-12;;;;;;;;;;;;;;;;;;;;;;;;;L/S ;PORTO;L/S ;PORTO;L/S ;;;;;;;;;;;
;TICKER;;;Market;Price;MarketCap;5 days;ADV;Beta 2Y;ß Net;PM;PRICE;VOLUME;VALUE;SIZE;;;WEIGHT;% 1D;∆ SEK 1D;;;∆ 1D;∆ 1D;DPS;DIV;∆ 1W;∆ MTD;∆ 1M;∆ 3M;∆ 6M;VOL 30D;MOM;;;;;WEIGHT;WEIGHT;WEIGHT;WEIGHT;WEIGHT;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ABSO;;;SSE;LAST;4 494 424 296;7 537 782;1 013;0,80;0,2%;EE;397,00;20 000;7 940 000;0,18%;;;0,2%;0,00%;136 000;;;5,00;1,3%;1,80;36 000;-3%;-1%;-1%;-4%;10%;30;-0,7 ;;;;;0,00;0,00;0,12;0,07;0,0;;;;;;;;;;;
;ADMCM; ;;HSS;LAST;480 450 555;3 510 529;5 194;1,50;0,2%;WG;97,50;4 591;4 563 646;0,09%;;;0,1%;0,00%;70 210;;;1,50;1,6%;0,00;0;-6%;-6%;1%;-17%;-9%;41;-6,5 ;;;;;-0,02;-0,01;0,10;0,06;0,0;;;;;;;;;;;
;ADMCM; ;;HSS;LAST;480 450 555;0;5 194;1,50;0,2%;JK;97,50;4 135;4 110 363;0,08%;;;0,1%;0,00%;63 236;;;1,50;1,6%;0,00;0;-6%;-6%;1%;-17%;-9%;41;-6,5 ;;;;;-0,01;-0,01;0,09;0,05;0,0;;;;;;;;;;;
;ADMCM; ;;HSS;LAST;480 450 555;0;5 194;1,50;0,1%;EE;97,50;1 739;1 728 639;0,04%;;;0,1%;0,00%;26 594;;;1,50;1,6%;0,00;0;-6%;-6%;1%;-17%;-9%;41;-6,5 ;;;;;-0,01;0,00;0,04;0,02;0,0;;;;;;;;;;;
;AF B;;;SSE;LAST;29 620 759 904;6 121 428;200 577;0,80;0,6%;EE;272,20;83 066;22 610 565;0,08%;;;0,7%;0,00%;132 906;;;1,60;0,6%;0,00;0;-5%;-2%;3%;15%;24%;22;5,6 ;;;;;0,07;0,04;0,25;0,15;0,3;;;;;;;;;;;
;AF B;;;SSE;LAST;29 620 759 904;0;200 577;0,80;0,9%;MH;272,20;140 000;38 108 000;0,13%;;;1,2%;0,01%;224 000;;;1,60;0,6%;0,00;0;-5%;-2%;3%;15%;24%;22;5,6 ;;;;;0,11;0,07;0,43;0,26;0,6;;;;;;;;;;;
;AKEL D;;;SSE;LAST;352 880 000;11 804 253;484 999;1,30;0,8%;WG;1,60;1 206 828;19 735 574;0,55%;;;0,6%;0,01%;172 256;;;0,01;0,9%;0,00;0;2%;-1%;7%;7%;4%;14;4,6 ;;;;;0,05;0,03;0,14;0,09;0,0;;;;;;;;;;;
;AMBEA;;;SSE;LAST;6 609 067 021;108 965 827;184 764;0,80;0,6%;WG;69,85;370 000;25 844 500;0,39%;;;0,8%;-0,01%;-425 500;;;-1,15;-1,6%;0,00;0;-13%;-12%;-6%;-2%;30%;42;-2,4 ;;;;;-0,03;-0,02;0,56;0,33;0,1;;;;;;;;;;;
;AMBEA;;;SSE;LAST;6 609 067 021;0;184 764;0,80;1,4%;MH;69,85;800 000;55 880 000;0,85%;;;1,7%;-0,03%;-920 000;;;-1,15;-1,6%;0,00;0;-13%;-12%;-6%;-2%;30%;42;-2,4 ;;;;;-0,07;-0,04;1,21;0,72;0,2;;;;;;;;;;;
;AMBEA;;;SSE;LAST;6 609 067 021;0;184 764;0,80;0,7%;JK;69,85;394 762;27 574 126;0,42%;;;0,9%;-0,01%;-453 976;;;-1,15;-1,6%;0,00;0;-13%;-12%;-6%;-2%;30%;42;-2,4 ;;;;;-0,03;-0,02;0,60;0,36;0,1;;;;;;;;;;;
;AMBEA;;;SSE;LAST;6 609 067 021;0;184 764;0,80;0,3%;EE;69,85;180 000;12 573 000;0,19%;;;0,4%;-0,01%;-207 000;;;-1,15;-1,6%;0,00;0;-13%;-12%;-6%;-2%;30%;42;-2,4 ;;;;;-0,02;-0,01;0,27;0,16;0,0;;;;;;;;;;;
;ANOD B;;;SSE;LAST;9 515 983 686;19 933 173;36 554;1,30;1,2%;WG;291,50;104 935;30 588 553;0,32%;;;1,0%;-0,01%;-314 805;;;-3,00;-1,0%;0,00;0;1%;1%;10%;7%;25%;16;8,2 ;;;;;0,13;0,08;0,26;0,16;0,2;;;;;;;;;;;
;ARISE;;;SSE;LAST;1 964 974 617;16 755 892;116 159;1,30;0,9%;MH;51,10;444 063;22 691 619;1,15%;;;0,7%;-0,01%;-310 844;;;-0,70;-1,4%;0,00;0;-3%;-3%;1%;-1%;42%;48;5,2 ;;;;;0,06;0,04;0,57;0,34;0,0;;;;;;;;;;;
;ASSA B;;;SSE;LAST;264 817 641 615;0;1 845 900;1,30;0,4%;JK;251,00;35 000;8 785 000;0,00%;;;0,3%;0,01%;164 500;;;4,70;1,9%;0,00;0;-2%;4%;-0%;17%;29%;23;7,1 ;;;;;0,03;0,02;0,10;0,06;1,2;;;;;;;;;;;
;ATCO A;;;SSE;LAST;437 492 202 835;0;1 076 717;0,80;0,1%;JK;521,20;5 000;2 606 000;0,00%;;;0,1%;0,00%;69 000;;;13,80;2,7%;0,00;0;-4%;2%;-3%;9%;28%;25;3,6 ;;;;;0,00;0,00;0,03;0,02;0,6;;;;;;;;;;;
;ATRLJ B;;;SSE;LAST;23 686 160 909;0;149 581;1,30;0,1%;WG;183,30;11 784;2 160 007;0,01%;;;0,1%;0,00%;9 427;;;0,80;0,4%;0,00;0;2%;4%;13%;11%;20%;24;10,0 ;;;;;0,01;0,01;0,03;0,02;0,0;;;;;;;;;;;
;AZA;;;SSE;LAST;46 563 680 005;0;522 718;0,80;0,2%;EE;300,50;24 202;7 272 701;0,02%;;;0,2%;0,00%;130 691;;;5,40;1,8%;0,00;0;-3%;-1%;8%;13%;72%;38;14,7 ;;;;;0,06;0,03;0,14;0,09;0,2;;;;;;;;;;;
;AZELIO;;;SSE;LAST;5 780 432 700;0;450 038;0,80;0,1%;JK;50,40;87 599;4 414 990;0,08%;;;0,1%;0,00%;157 678;;;1,80;3,7%;0,00;0;-7%;-3%;-14%;-19%;31%;59;-5,8 ;;;;;-0,01;-0,01;0,14;0,08;0,0;;;;;;;;;;;
;BALD B;;;SSE;LAST;85 812 470 093;0;259 747;0,80;0,3%;EE;489,60;26 440;12 945 024;0,02%;;;0,4%;0,00%;26 440;;;1,00;0,2%;0,00;0;-1%;0%;10%;12%;9%;17;6,7 ;;;;;0,05;0,03;0,12;0,07;0,6;;;;;;;;;;;
;BETCO;;;SSE;LAST;12 779 667 584;0;66 424;1,40;0,6%;EE;272,00;49 202;13 382 944;0,10%;;;0,4%;0,01%;172 207;;;3,50;1,3%;0,00;0;15%;22%;24%;35%;116%;62;36,9 ;;;;;0,26;0,15;0,43;0,26;0,1;;;;;;;;;;;
;BHG;; ;SSE;LAST;19 022 043 140;0;561 392;0,90;0,2%;JK;157,30;45 000;7 078 500;0,04%;;;0,2%;0,00%;130 500;;;2,90;1,9%;0,00;0;-11%;-3%;1%;2%;14%;41;-0,8 ;;;;;0,00;0,00;0,15;0,09;-0,1;;;;;;;;;;;
;BONEX;; ;SSE;LAST;4 285 896 518;3 109 488;223 748;1,40;0,5%;MH;67,20;167 490;11 255 328;0,26%;;;0,4%;0,01%;334 980;;;2,00;3,1%;0,00;0;2%;2%;12%;-9%;3%;37;3,1 ;;;;;0,02;0,01;0,21;0,13;0,0;;;;;;;;;;;
;BONEX;; ;SSE;LAST;4 285 896 518;0;223 748;1,40;0,3%;EE;67,20;102 530;6 890 016;0,16%;;;0,2%;0,01%;205 060;;;2,00;3,1%;0,00;0;2%;2%;12%;-9%;3%;37;3,1 ;;;;;0,01;0,01;0,13;0,08;0,0;;;;;;;;;;;
;CAT B;;;SSE;LAST;2 819 121 858;27 048 124;120 170;1,40;0,3%;EE;32,85;230 000;7 555 500;0,27%;;;0,2%;0,00%;80 500;;;0,35;1,1%;0,00;0;2%;-3%;19%;-3%;59%;39;14,4 ;;;;;0,06;0,03;0,15;0,09;0,0;;;;;;;;;;;
;CAT B;;;SSE;LAST;2 819 121 858;0;120 170;1,40;1,0%;WG;32,85;713 553;23 440 216;0,83%;;;0,7%;0,01%;249 744;;;0,35;1,1%;0,00;0;2%;-3%;19%;-3%;59%;39;14,4 ;;;;;0,18;0,10;0,48;0,28;0,0;;;;;;;;;;;
;CEVI;;;SSE;LAST;8 495 921 041;0;28 073;0,80;0,2%;EE;356,20;26 676;9 501 991;0,11%;;;0,3%;0,01%;208 073;;;7,80;2,2%;0,00;0;-2%;-1%;10%;20%;30%;39;10,8 ;;;;;0,05;0,03;0,19;0,11;0,0;;;;;;;;;;;
;CHEMM; ; ;CSS;LAST;16 237 096 760;0;40 100;1,00;0,7%;WG;680,50;24 373;22 740 827;0,14%;;;0,7%;0,04%;1 152 915;;;34,50;5,3%;0,00;0;-2%;1%;13%;26%;73%;38;19,3 ;;;;;0,23;0,14;0,45;0,27;0,2;;;;;;;;;;;
;CRAYN;;;OSS;LAST;10 976 037 525;0;97 152;1,50;0,3%;EE;130,70;47 896;6 385 270;n.m.;;;0,2%;0,00%;34 198;;;0,70;0,5%;0,00;0;-2%;-3%;-3%;1%;21%;43;1,8 ;;;;;0,01;0,00;0,14;0,09;0,0;;;;;;;;;;;
;CSAM;;;OSS;LAST;1 818 748 659;3 304 338;8 374;1,50;0,2%;JK;87,00;45 610;4 047 471;n.m.;;;0,1%;0,00%;139 568;;;3,00;3,6%;0,00;0;-1%;1%;-8%;-5%;10%;36;-2,5 ;;;;;-0,01;0,00;0,08;0,05;0,0;;;;;;;;;;;
;CTM;;;SSE;LAST;3 990 373 248;0;1 367 749;0,80;0,1%;EE;55,62;80 585;4 482 138;0,11%;;;0,1%;0,01%;162 782;;;2,02;3,8%;0,00;0;-1%;5%;17%;79%;67%;70;30,7 ;;;;;0,07;0,04;0,16;0,10;0,0;;;;;;;;;;;
;CTM;;;SSE;LAST;3 990 373 248;0;1 367 749;1,40;0,8%;WG;55,62;311 674;17 335 308;0,43%;;;0,5%;0,02%;629 581;;;2,02;3,8%;0,00;0;-1%;5%;17%;79%;67%;70;30,7 ;;;;;0,28;0,17;0,63;0,38;0,0;;;;;;;;;;;
;EMBRAC B;;;SSE;LAST;116 864 885 925;0;1 572 610;1,40;0,6%;JK;250,20;55 000;13 761 000;0,01%;;;0,4%;0,01%;209 000;;;3,80;1,5%;0,00;0;-1%;-4%;2%;7%;39%;39;7,3 ;;;;;0,05;0,03;0,28;0,17;0,8;;;;;;;;;;;
;EMBRAC B;;;SSE;LAST;116 864 885 925;0;1 572 610;1,40;0,4%;EE;250,20;40 000;10 008 000;0,01%;;;0,3%;0,00%;152 000;;;3,80;1,5%;0,00;0;-1%;-4%;2%;7%;39%;39;7,3 ;;;;;0,04;0,02;0,21;0,12;0,6;;;;;;;;;;;
;ERIC B;;;SSE;LAST;356 090 667 657;0;6 529 700;1,30;0,2%;EE;115,90;51 700;5 992 030;0,00%;;;0,2%;0,00%;111 672;;;2,16;1,9%;0,00;0;-2%;-0%;-0%;4%;12%;23;1,9 ;;;;;0,01;0,00;0,07;0,04;1,1;;;;;;;;;;;
;ERIC B;;;SSE;LAST;356 090 667 657;0;6 529 700;1,20;0,7%;WG;115,90;170 000;19 703 000;n.m.;;;0,6%;0,01%;367 200;;;2,16;1,9%;0,00;0;-2%;-0%;-0%;4%;12%;23;1,9 ;;;;;0,02;0,01;0,24;0,14;3,7;;;;;;;;;;;
;ESSITY B;;;SSE;LAST;182 477 193 642;0;1 803 189;0,70;0,3%;EE;284,85;44 707;12 734 789;0,01%;;;0,4%;0,00%;149 768;;;3,35;1,2%;0,00;0;3%;3%;4%;5%;7%;19;4,5 ;;;;;0,03;0,02;0,13;0,08;1,2;;;;;;;;;;;
;ESSITY B;;;SSE;LAST;182 477 193 642;0;1 803 189;0,70;1,5%;WG;284,85;239 937;68 346 054;0,04%;;;2,1%;0,02%;803 789;;;3,35;1,2%;0,00;0;3%;3%;4%;5%;7%;19;4,5 ;;;;;0,16;0,09;0,68;0,41;6,5;;;;;;;;;;;
;ESSITY B;;;SSE;LAST;182 477 193 642;0;1 803 189;0,70;0,4%;MH;284,85;65 000;18 515 250;0,01%;;;0,6%;0,01%;217 750;;;3,35;1,2%;0,00;0;3%;3%;4%;5%;7%;19;4,5 ;;;;;0,04;0,03;0,19;0,11;1,8;;;;;;;;;;;
;FAG;;;SSE;LAST;10 418 939 168;0;209 997;1,40;0,0%;EE;58,80;66;3 881;0,00%;;;0,0%;0,00%;59;;;0,90;1,6%;0,00;0;11%;1%;16%;14%;35%;35;16,8 ;;;;;0,00;0,00;0,00;0,00;0,0;;;;;;;;;;;
;FKRFT;;;OSS;LAST;6 856 908 000;0;302 225;0,70;0,4%;WG;60,00;264 108;16 163 568;0,23%;;;0,5%;0,00%;-107 757;;;-0,40;-0,7%;0,00;0;-8%;-4%;-14%;-23%;-25%;26;-15,2 ;;;;;-0,13;-0,08;0,22;0,13;0,1;;;;;;;;;;;
;FPIP;;;SSE;LAST;1 665 400 703;6 850 297;58 119;1,40;0,4%;WG;31,15;278 032;8 660 697;0,52%;;;0,3%;0,00%;-55 606;;;-0,20;-0,6%;0,00;0;-12%;-10%;-5%;6%;9%;53;-3,3 ;;;;;-0,01;-0,01;0,24;0,14;0,0;;;;;;;;;;;
;GETI B;;;SSE;LAST;74 339 569 103;0;987 587;1,00;0,6%;WG;292,50;63 014;18 431 595;0,02%;;;0,6%;0,01%;352 878;;;5,60;2,0%;0,00;0;5%;2%;20%;37%;58%;15;23,9 ;;;;;0,23;0,14;0,15;0,09;0,7;;;;;;;;;;;
;GTAB B;;;NGM;LAST;854 090 358;0;204 295;1,50;0,1%;MH;12,10;183 352;2 218 559;0,26%;;;0,1%;0,00%;-47 672;;;-0,26;-2,1%;0,00;0;-0%;-7%;28%;26%;-10%;51;11,8 ;;;;;0,01;0,01;0,06;0,04;0,0;;;;;;;;;;;
;HEXA B;; ;SSE;LAST;286 225 132 507;0;454 547;1,20;0,8%;EE;813,60;26 450;21 519 720;0,01%;;;0,7%;0,01%;439 070;;;16,60;2,1%;0,00;0;-4%;1%;0%;9%;20%;27;3,4 ;;;;;0,04;0,02;0,30;0,18;3,2;;;;;;;;;;;
;HLDX;; ;SSE;LAST;2 655 611 158;0;377 671;0,90;0,3%;EE;54,60;204 931;11 189 233;0,42%;;;0,3%;0,00%;122 959;;;0,60;1,1%;0,00;0;-2%;-4%;17%;-1%;41%;60;10,3 ;;;;;0,06;0,04;0,35;0,21;0,0;;;;;;;;;;;
;HOLM B;;;SSE;LAST;47 363 679 238;0;219 961;0,70;0,3%;WG;403,90;37 419;15 113 534;0,03%;;;0,5%;0,01%;213 288;;;5,70;1,4%;0,00;0;-0%;1%;3%;4%;16%;27;4,2 ;;;;;0,03;0,02;0,21;0,12;0,4;;;;;;;;;;;
;HUFV A;;;SSE;LAST;27 770 410 944;584 944;416 976;0,70;0,3%;JK;136,80;100 000;13 680 000;0,05%;;;0,4%;0,00%;55 000;;;0,55;0,4%;0,00;0;0%;1%;5%;6%;10%;18;4,4 ;;;;;0,03;0,02;0,13;0,08;0,2;;;;;;;;;;;
;HUFV A;;;SSE;LAST;27 770 410 944;0;416 976;0,70;0,4%;WG;136,80;150 111;20 535 185;0,07%;;;0,6%;0,00%;82 561;;;0,55;0,4%;0,00;0;0%;1%;5%;6%;10%;18;4,4 ;;;;;0,05;0,03;0,19;0,12;0,3;;;;;;;;;;;
;HUFV A;;;SSE;LAST;27 770 410 944;0;416 976;0,70;0,5%;EE;136,80;171 141;23 412 089;0,08%;;;0,7%;0,00%;94 128;;;0,55;0,4%;0,00;0;0%;1%;5%;6%;10%;18;4,4 ;;;;;0,05;0,03;0,22;0,13;0,3;;;;;;;;;;;
;HUM;;;SSE;LAST;4 017 388 838;0;80 019;1,00;0,2%;WG;75,60;71 042;5 370 775;0,13%;;;0,2%;0,00%;-35 521;;;-0,50;-0,7%;0,00;0;-1%;-1%;2%;24%;34%;18;9,9 ;;;;;0,03;0,02;0,05;0,03;0,0;;;;;;;;;;;
;INDU C;;;SSE;LAST;51 101 842 464;0;390 141;1,40;1,1%;EE;304,00;81 832;24 876 928;0,05%;;;0,8%;0,01%;409 160;;;5,00;1,7%;0,00;0;-2%;-1%;-2%;9%;26%;28;4,4 ;;;;;0,06;0,03;0,36;0,22;0,7;;;;;;;;;;;
;INFRA;; ;AKTS;LAST;725 563 346;5 155 584;31 613;0,90;0,2%;WG;23,50;251 000;5 898 500;0,81%;;;0,2%;0,01%;200 800;;;0,80;3,5%;0,00;0;2%;-6%;-16%;39%;105%;57;19,5 ;;;;;0,06;0,04;0,17;0,10;0,0;;;;;;;;;;;
;ISS; ; ;CSS;LAST;32 686 750 079;0;627 704;1,00;2,8%;MH;128,40;503 637;88 664 911;0,27%;;;2,8%;0,23%;7 423 269;;;10,75;9,1%;0,00;0;8%;9%;9%;22%;41%;38;15,9 ;;;;;0,73;0,44;1,75;1,04;1,5;;;;;;;;;;;
;ISS; ; ;CSS;LAST;32 686 750 079;0;627 704;1,00;0,6%;WG;128,40;110 000;19 365 416;0,06%;;;0,6%;0,05%;1 621 326;;;10,75;9,1%;0,00;0;8%;9%;9%;22%;41%;38;15,9 ;;;;;0,16;0,10;0,38;0,23;0,3;;;;;;;;;;;
;ISS; ; ;CSS;LAST;32 686 750 079;0;627 704;1,00;0,6%;EE;128,40;114 915;20 230 698;0,06%;;;0,6%;0,05%;1 693 770;;;10,75;9,1%;0,00;0;8%;9%;9%;22%;41%;38;15,9 ;;;;;0,17;0,10;0,40;0,24;0,3;;;;;;;;;;;
;ISS; ; ;CSS;LAST;32 686 750 079;0;627 704;1,00;0,4%;JK;128,40;65 000;11 443 201;0,04%;;;0,4%;0,03%;958 056;;;10,75;9,1%;0,00;0;8%;9%;9%;22%;41%;38;15,9 ;;;;;0,09;0,06;0,23;0,13;0,2;;;;;;;;;;;
;ITECH;;;SSE;LAST;863 363 133;3 786 910;15 437;1,40;0,2%;MH;72,50;67 670;4 906 075;0,57%;;;0,2%;0,00%;-33 835;;;-0,50;-0,7%;0,00;0;-4%;-2%;-4%;-13%;14%;18;-2,9 ;;;;;-0,01;0,00;0,05;0,03;0,0;;;;;;;;;;;
;KAMBI;;;SSE;LAST;13 088 657 550;0;399 782;1,40;0,4%;EE;423,60;19 524;8 270 366;0,06%;;;0,3%;0,01%;285 050;;;14,60;3,6%;0,00;0;-18%;-1%;-14%;-14%;37%;61;-7,9 ;;;;;-0,03;-0,02;0,26;0,16;0,1;;;;;;;;;;;
;KAMBI;;;SSE;LAST;13 088 657 550;0;399 782;1,40;0,3%;MH;423,60;18 536;7 851 850;0,06%;;;0,2%;0,01%;270 626;;;14,60;3,6%;0,00;0;-18%;-1%;-14%;-14%;37%;61;-7,9 ;;;;;-0,03;-0,02;0,25;0,15;0,1;;;;;;;;;;;
;KAR;;;SSE;LAST;4 912 031 948;0;109 047;1,40;0,2%;WG;50,20;75 087;3 769 367;0,08%;;;0,1%;0,00%;120 139;;;1,60;3,3%;0,00;0;-1%;1%;-2%;-5%;-5%;27;-2,7 ;;;;;-0,01;0,00;0,05;0,03;0,0;;;;;;;;;;;
;KIND SDB;;;SSE;LAST;34 645 489 775;0;1 829 409;1,40;0,9%;JK;150,55;130 000;19 571 500;0,06%;;;0,6%;0,02%;799 500;;;6,15;4,3%;0,00;0;-8%;3%;-2%;39%;113%;45;21,3 ;;;;;0,22;0,13;0,46;0,27;0,4;;;;;;;;;;;
;KIND SDB;;;SSE;LAST;34 645 489 775;0;1 829 409;1,40;0,4%;WG;150,55;55 690;8 384 130;0,02%;;;0,3%;0,01%;342 494;;;6,15;4,3%;0,00;0;-8%;3%;-2%;39%;113%;45;21,3 ;;;;;0,09;0,06;0,20;0,12;0,2;;;;;;;;;;;
;KIND SDB;;;SSE;LAST;34 645 489 775;0;1 829 409;1,40;3,6%;MH;150,55;546 004;82 200 902;0,24%;;;2,6%;0,10%;3 357 925;;;6,15;4,3%;0,00;0;-8%;3%;-2%;39%;113%;45;21,3 ;;;;;0,91;0,54;1,92;1,15;1,5;;;;;;;;;;;
;KINV B;; ;SSE;LAST;101 034 215 186;0;708 535;0,90;0,1%;EE;417,65;9 358;3 908 369;0,00%;;;0,1%;0,00%;7 486;;;0,80;0,2%;0,00;0;-12%;-11%;-3%;-2%;5%;35;-4,8 ;;;;;-0,01;-0,01;0,07;0,04;-0,4;;;;;;;;;;;
;LIAB;;;SSE;LAST;13 608 582 078;4 324 641;166 503;1,00;1,0%;WG;172,90;191 515;33 112 944;0,24%;;;1,0%;0,02%;555 394;;;2,90;1,7%;0,00;0;-3%;1%;-3%;-7%;14%;23;-1,1 ;;;;;-0,02;-0,01;0,40;0,24;0,2;;;;;;;;;;;
;LMKG;;;SSE;LAST;926 240 518;970 542;37 077;1,00;0,1%;MH;75,10;50 000;3 755 000;0,41%;;;0,1%;0,00%;-70 000;;;-1,40;-1,8%;0,00;0;-7%;-6%;-6%;0%;0%;28;-4,4 ;;;;;-0,01;-0,01;0,06;0,03;0,0;;;;;;;;;;;
;LOOMIS;; ;SSE;LAST;20 799 816 753;0;255 499;1,20;0,1%;WG;276,30;10 550;2 914 965;0,01%;;;0,1%;0,00%;18 990;;;1,80;0,7%;0,00;0;-1%;-1%;5%;32%;28%;20;11,6 ;;;;;0,02;0,01;0,03;0,02;0,0;;;;;;;;;;;
;LOOMIS;; ;SSE;LAST;20 799 816 753;0;255 499;1,20;0,6%;EE;276,30;61 083;16 877 233;0,08%;;;0,5%;0,00%;109 949;;;1,80;0,7%;0,00;0;-1%;-1%;5%;32%;28%;20;11,6 ;;;;;0,10;0,06;0,18;0,11;0,2;;;;;;;;;;;
;MNTR;;;OSS;LAST;1 171 376 873;6 326 948;523 279;1,50;0,5%;WG;6,30;1 507 855;9 689 571;0,81%;;;0,3%;-0,02%;-676 732;;;-0,44;-6,5%;0,00;0;-8%;-7%;2%;-12%;3%;47;-4,3 ;;;;;-0,02;-0,01;0,24;0,14;0,0;;;;;;;;;;;
;MOCORP;;;HSS;LAST;7 770 787 653;0;2 328 884;1,30;0,6%;EE;9,37;143 750;13 738 294;0,02%;;;0,4%;0,01%;357 600;;;0,24;2,7%;0,00;0;-9%;0%;-2%;13%;52%;40;6,7 ;;;;;0,05;0,03;0,28;0,17;0,1;;;;;;;;;;;
;MRCEL;;;OSS;LAST;4 495 717 124;0;687 056;0,70;0,1%;MH;9,87;500 000;5 033 749;0,11%;;;0,2%;0,00%;-86 701;;;-0,17;-1,7%;0,00;0;-5%;-7%;-9%;-9%;3%;45;-6,0 ;;;;;-0,02;-0,01;0,12;0,07;0,0;;;;;;;;;;;
;NCC B;;;SSE;LAST;15 485 167 336;0;305 543;1,40;0,7%;WG;162,20;105 055;17 039 921;0,11%;;;0,5%;0,00%;-94 550;;;-0,90;-0,6%;0,00;0;2%;1%;10%;14%;8%;28;7,8 ;;;;;0,07;0,04;0,25;0,15;0,1;;;;;;;;;;;
;NCC B;; ;SSE;LAST;15 485 167 336;0;305 543;1,20;0,7%;EE;162,20;108 273;17 561 881;0,11%;;;0,5%;0,00%;-97 446;;;-0,90;-0,6%;0,00;0;2%;1%;10%;14%;8%;28;7,8 ;;;;;0,07;0,04;0,25;0,15;0,1;;;;;;;;;;;
;NDA SE;;;SSE;LAST;353 034 308 779;0;7 827 021;1,20;0,7%;EE;87,17;200 000;17 434 000;n.m.;;;0,5%;0,01%;228 000;;;1,14;1,3%;0,00;0;1%;-1%;1%;22%;22%;21;8,4 ;;;;;0,08;0,05;0,19;0,11;3,2;;;;;;;;;;;
;NDA SE;;;SSE;LAST;353 034 308 779;0;7 827 021;1,20;0,9%;WG;87,17;290 000;25 279 300;n.m.;;;0,8%;0,01%;330 600;;;1,14;1,3%;0,00;0;1%;-1%;1%;22%;22%;21;8,4 ;;;;;0,11;0,07;0,27;0,16;4,7;;;;;;;;;;;
;NDA SE;;;SSE;LAST;353 034 308 779;0;7 827 021;1,20;0,4%;JK;87,17;120 000;10 460 400;n.m.;;;0,3%;0,00%;136 800;;;1,14;1,3%;0,00;0;1%;-1%;1%;22%;22%;21;8,4 ;;;;;0,05;0,03;0,11;0,07;1,9;;;;;;;;;;;
;NELLY;; ;SSE;LAST;629 116 683;0;173 060;1,20;0,1%;EE;34,90;114 173;3 984 638;0,63%;;;0,1%;0,00%;74 212;;;0,65;1,9%;0,00;0;-8%;-9%;3%;3%;14%;55;0,9 ;;;;;0,00;0,00;0,12;0,07;0,0;;;;;;;;;;;
;NOLA B;;;SSE;LAST;21 394 448 736;0;26 430;1,40;0,9%;EE;892,00;22 406;19 986 152;0,09%;;;0,6%;0,04%;1 321 954;;;43,00;5,1%;16,00;358 496;3%;7%;15%;10%;14%;32;9,4 ;;;;;0,10;0,06;0,33;0,20;0,2;;;;;;;;;;;
;NOKIA;;;HSS;LAST;22 809 678 398;0;18 286 729;1,30;0,7%;EE;4,02;431 150;17 666 333;0,01%;;;0,5%;0,01%;406 603;;;0,09;2,4%;0,00;0;15%;2%;16%;9%;37%;35;17,2 ;;;;;0,16;0,09;0,32;0,19;0,2;;;;;;;;;;;
;NP3;;;SSE;LAST;8 422 536 630;8 205 065;19 413;1,40;0,5%;EE;155,00;72 349;11 214 095;0,13%;;;0,3%;0,00%;-43 409;;;-2,40;-1,5%;1,80;130 228;-3%;-0%;8%;22%;41%;25;12,1 ;;;;;0,07;0,04;0,14;0,09;0,0;;;;;;;;;;;
;NWG;;;SSE;LAST;4 238 772 560;14 935 963;36 063;1,20;0,8%;WG;176,00;120 926;21 282 976;n.m.;;;0,7%;0,01%;314 408;;;2,60;1,5%;0,00;0;-4%;-3%;1%;12%;26%;30;5,2 ;;;;;0,06;0,03;0,34;0,20;0,0;;;;;;;;;;;
;NYF;;;SSE;LAST;18 948 260 197;0;513 557;1,40;0,6%;EE;102,70;141 933;14 576 519;0,08%;;;0,5%;0,00%;14 193;;;0,10;0,1%;0,00;0;1%;1%;11%;21%;29%;19;12,5 ;;;;;0,09;0,06;0,14;0,08;0,1;;;;;;;;;;;
;NYF;; ;SSE;LAST;18 948 260 197;0;513 557;0,80;0,8%;MH;102,70;316 397;32 493 972;0,17%;;;1,0%;0,00%;31 640;;;0,10;0,1%;0,00;0;1%;1%;11%;21%;29%;19;12,5 ;;;;;0,21;0,13;0,32;0,19;0,3;;;;;;;;;;;
;PACT;;;SSE;PREVCLOSE;2 333 471 500;5 258 976;16 517;1,30;0,4%;WG;250,00;37 553;9 388 250;0,40%;;;0,3%;0,00%;0;;;0,00;0,0%;0,00;0;-6%;-7%;-14%;-16%;8%;61;-8,4 ;;;;;-0,04;-0,02;0,30;0,18;0,0;;;;;;;;;;;
